,titulo,resumo,sessao,data,portal,link,sentiment,proba_positiva,proba_negativa
69,Norte e Noroeste Fluminense têm semana com maior número de mortes por Covid-19 desde início da pandemia,"Regiões registraram um total de 59 mortes pela doença entre os dias 12 e 18 deste mês, segundo levantamento do Painel Covid-19 - Norte Noroeste Fluminense. Em contrapartida, pesquisa revela queda na quantidade de casos confirmados.", Norte Fluminense ,2020-07-21 15:31:27.861722,G1,https://g1.globo.com/rj/norte-fluminense/noticia/2020/07/21/norte-e-noroeste-fluminense-tem-semana-com-maior-numero-de-mortes-por-covid-19-desde-inicio-da-pandemia.ghtml,1,0.6125126122228757,0.3874873877771243
70,"Irã dará 'golpe recíproco' contra EUA pela morte de Soleimani, diz aiatolá",Declaração foi dada quase 7 meses depois da morte do general iraniano em ofensiva americana., Mundo ,2020-07-21 15:31:27.862389,G1,https://g1.globo.com/mundo/noticia/2020/07/21/ira-dara-golpe-reciproco-contra-eua-pela-morte-de-soleimani-diz-lider-supremo-do-pais.ghtml,0,0.024294612890651737,0.9757053871093483
71,"Nuvem de gafanhotos se desloca 33 km e avança 2 km em direção ao RS, diz secretaria ","De acordo com a Secretaria da Agricultura, Pecuária e Desenvolvimento Rural (Seapdr) do RS, nuvem segue em território argentino e não há como determinar que direção está tomando. ", Rio Grande do Sul ,2020-07-21 15:31:27.863038,G1,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2020/07/21/nuvem-de-gafanhotos-se-desloca-33-km-e-avanca-2-km-em-direcao-ao-rs-diz-secretaria.ghtml,0,0.3910194094308605,0.6089805905691394
72,EUA acusam hackers chineses de roubar dados sobre vacina contra a Covid-19,"Na semana passada, a Rússia também foi acusada de apoiar hackers para roubar dados de pesquisa para imunização contra o coronavírus.", Mundo ,2020-07-21 15:31:27.863705,G1,https://g1.globo.com/mundo/noticia/2020/07/21/eua-acusam-dois-hackers-chineses-de-roubar-dados-sobre-projetos-de-vacina-contra-covid-19.ghtml,0,0.32850667211993767,0.6714933278800623
73,Paulo Guedes entrega primeira parte da reforma tributária ao Congresso,"Ministério da Economia anunciou, nos últimos dias, que texto prevê apenas unificação de PIS e Cofins. Mudanças em outros impostos devem ser enviadas em um segundo momento.", Política ,2020-07-21 15:31:27.864407,G1,https://g1.globo.com/politica/noticia/2020/07/21/reforma-tributaria-guedes-entrega-projeto-do-governo-ao-congresso-nacional.ghtml,1,0.5983730642011168,0.4016269357988832
74,Cachorro com novo coronavírus é sacrificado nos EUA,Cão tinha doenças pré-existentes. Não há conclusões de que o vírus da Covid-19 seja perigoso para animais domésticos ou possa ser transmitido de cães ou gatos a humanos; veja perguntas e respostas., Coronavírus ,2020-07-21 15:31:27.865055,G1,https://g1.globo.com/bemestar/coronavirus/noticia/2020/07/21/cachorro-com-novo-coronavirus-e-sacrificado-nos-eua.ghtml,1,0.8495412438232033,0.15045875617679672
75,Operação sobre suposto caixa 2 de José Serra: entenda o que se sabe e o que falta esclarecer,Investigações apontam recebimento de R$ 5 milhões em doações não contabilizadas para campanha ao Senado em 2014. Senador diz desconhecer acusações e fala em 'espetacularização'., São Paulo ,2020-07-21 14:31:27.865750,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/21/operacao-sobre-suposto-caixa-2-de-jose-serra-entenda-o-que-se-sabe-e-o-que-falta-esclarecer.ghtml,1,0.5459039549928798,0.4540960450071202
76,Ventiladores pulmonares criados na UFRJ são aprovados nos testes com pacientes da Covid-19,"O VExCO, como é chamado, poderá chegar aos hospitais públicos a partir de 45 dias. Equipamento criado por pesquisadores da universidade custa R$ 8,5 mil. Os que estão no mercado custam cerca de R$ 100 mil. ", Rio de Janeiro ,2020-07-21 14:31:27.866417,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/ventiladores-pulmonares-criados-na-ufrj-sao-aprovados-nos-testes-com-pacientes-da-covid-19.ghtml,1,0.6630201846944855,0.33697981530551446
77,Fundação Nobel cancela tradicional banquete em dezembro e anuncia mudanças na premiação,"O banquete do Nobel foi cancelado anteriormente durante as duas guerras mundiais. Também não foi celebrado em 1907, 1924 e 1956. O anúncio dos prêmios (Medicina, Física, Química, Literatura, Paz, Economia) se mantém nas datas previstas entre 5 e 12 de outubro.", Mundo ,2020-07-21 14:31:27.867067,G1,https://g1.globo.com/mundo/noticia/2020/07/21/fundacao-nobel-cancela-tradicional-banquete-em-dezembro-e-anuncia-mudancas-na-premiacao.ghtml,1,0.5983730642011168,0.4016269357988832
78,Por que o governo Trump estuda banir o TikTok dos EUA,"Por que há tanta controvérsia em torno do popular aplicativo de vídeos curtos TikTok, famoso por performances de sincronização labial e desenhos de comédia, agora proibido na Índia?", Mundo ,2020-07-21 14:31:27.867710,G1,https://g1.globo.com/mundo/noticia/2020/07/21/por-que-o-governo-trump-estuda-banir-o-tiktok-dos-eua.ghtml,1,0.5983730642011168,0.4016269357988832
79,Amber Heard diz ter dado soco na cara de Johnny Depp para impedir que ele empurrase irmã da escada,"No 2º dia de depoimentos na disputa entre os atores, Amber Heard diz que temia que que o ex-marido Johnny Depp empurrase sua irmã da escada, assim como teria feito com Kate Moss.", Pop & Arte ,2020-07-21 14:31:27.868488,G1,https://g1.globo.com/pop-arte/noticia/2020/07/21/amber-heard-diz-ter-dado-soco-na-cara-de-johnny-depp-para-impedir-que-ele-empurrase-irma-da-escada.ghtml,0,0.1643974080821109,0.8356025919178891
80,Índice europeu de ações toca máxima em mais de 4 meses após acordo sobre fundo de recuperação da UE,"Com acordo entre líderes europeus para fundo de 750 bilhões de euros, índice acionário da Alemanha apagou quase todas as suas perdas neste ano. ", Economia ,2020-07-21 13:31:27.869184,G1,https://g1.globo.com/economia/noticia/2020/07/21/indice-europeu-de-acoes-toca-maxima-em-mais-de-4-meses-apos-acordo-sobre-fundo-de-recuperacao-da-ue.ghtml,1,0.5983730642011168,0.4016269357988832
81,Governador de SP apresenta novo secretário de Saúde e fala sobre o combate à Covid-19,Doria dá entrevista coletiva na tarde desta terça-feira (21) no Palácio dos Bandeirantes., São Paulo ,2020-07-21 13:31:27.869541,G1,https://g1.globo.com/sp/sao-paulo/ao-vivo/governo-de-sp-fala-sobre-plano-de-reabertura.ghtml,0,0.32850667211993767,0.6714933278800623
82,Samsung corrige falha que pode comprometer celular Android com recebimento de imagem,Fabricante sul-coreana integrou suporte ao formato de imagem Qmage em todos os aparelhos desde 2014. Veja quais modelos já receberam ou ainda serão atualizados., Blog do Altieres Rohr ,2020-07-21 13:31:27.870028,G1,https://g1.globo.com/economia/tecnologia/blog/altieres-rohr/post/2020/07/21/samsung-corrige-falha-que-pode-comprometer-celular-android-com-recebimento-de-imagem.ghtml,1,0.8495412438232033,0.15045875617679672
83,"LinkedIn corta 960 empregos em todo o mundo, afetado por impacto da pandemia",Demanda pelos produtos de recrutamento caiu., Tecnologia ,2020-07-21 13:31:27.870530,G1,https://g1.globo.com/economia/tecnologia/noticia/2020/07/21/linkedin-corta-960-empregos-em-todo-o-mundo-afetado-por-impacto-da-pandemia.ghtml,1,0.5983730642011168,0.4016269357988832
84,Nove multinacionais aderem à proposta da Microsoft de reduzir pegada de carbono,"Entre as empresas, está a multinacional brasileira de cosméticos Natura. ", Economia ,2020-07-21 13:31:27.871187,G1,https://g1.globo.com/economia/noticia/2020/07/21/nove-multinacionais-aderem-a-proposta-da-microsoft-de-reduzir-pegada-de-carbono.ghtml,1,0.5983730642011168,0.4016269357988832
85,"VÍDEOS: RJ1 de terça-feira, 21 de julho",, Rio de Janeiro ,2020-07-21 13:31:27.871870,G1,https://g1.globo.com/rj/rio-de-janeiro/edicao/2020/07/21/videos-rj1-de-terca-feira-21-de-julho.ghtml,1,0.5439839282108896,0.4560160717891104
86,"Homem filmado arremessando gato na parede é autuado por maus-tratos a animais, no Rio","Imagens chegaram à Comissão de Defesa dos animais, que esteve no casa do suspeito com a polícia. Dois gatos e um cão vão ser colocados para adoção.", Rio de Janeiro ,2020-07-21 13:31:27.872598,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/homem-filmado-arremessando-gato-na-parede-e-autuado-por-maus-tratos-a-animais-no-rio.ghtml,1,0.5983730642011168,0.4016269357988832
87,Prefeitura de Osasco é investigada por supostas irregularidades na administração de unidades básicas de saúde ,Administração municipal é alvo de denúncia na contratação de organização social para administrar UBSs. Ministério Público abriu inquérito para apurar o caso após ação popular que pede que contrato seja investigado. , São Paulo ,2020-07-21 12:31:27.873089,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/21/prefeitura-de-osasco-e-investigada-por-supostas-irregularidades-na-administracao-de-unidades-basicas-de-saude.ghtml,1,0.5983730642011168,0.4016269357988832
88,Vacina contra o coronavírus: o que se sabe sobre o papel das células T na imunidade à Covid-19,"Embora algumas pesquisas indiquem que anticorpos contra o coronavírus podem se perder em apenas três meses, uma nova esperança surgiu no horizonte: a enigmática célula T.", Coronavírus ,2020-07-21 12:31:27.873756,G1,https://g1.globo.com/bemestar/coronavirus/noticia/2020/07/21/vacina-contra-o-coronavirus-o-que-se-sabe-sobre-o-papel-das-celulas-t-na-imunidade-a-covid-19.ghtml,0,0.4492161542676497,0.5507838457323503
89,Ministério da Saúde diz que vai continuar mapeamento de casos de Covid-19 na população,"Pesquisa desenvolvida pela Universidade Federal de Pelotas (UFPel) não teve o financiamento renovado. Estudo revelou que o número de infectados no Brasil é cerca de 6,5 vezes maior do que mostram os dados divulgados.", Rio Grande do Sul ,2020-07-21 12:31:27.874271,G1,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2020/07/21/ministerio-da-saude-diz-que-vai-continuar-mapeamento-de-casos-de-covid-19-na-populacao.ghtml,0,0.04545892186065831,0.9545410781393417
90,"3 de cada 10 pessoas nas Américas são mais vulneráveis a desenvolver casos graves da Covid-19, alerta Opas ","Organização reforçou que as pessoas de 15 a 64 anos não são imunes, além de muitos nesta faixa etária viverem com uma ou mais condições de saúde pré-existentes. Homens também tem duas vezes mais chances de desenvolver os sintomas mais graves.", Coronavírus ,2020-07-21 12:31:27.874922,G1,https://g1.globo.com/bemestar/coronavirus/noticia/2020/07/21/3-de-cada-10-pessoas-nas-americas-sao-mais-vulneraveis-a-desenvolver-casos-graves-da-covid-19-alerta-opas.ghtml,1,0.6796896448345561,0.3203103551654439
91,Como assassinato brutal de soldada americana expôs violência sexual nas Forças Armadas dos EUA,"Vanessa Guillén, de 20 anos, foi vista pela última vez em 22 de abril na base militar de Fort Hood, no Texas. Corpo foi encontrado quase 2 meses depois do desaparecimento.", Mundo ,2020-07-21 12:31:27.875420,G1,https://g1.globo.com/mundo/noticia/2020/07/21/como-assassinato-brutal-de-soldada-americana-expos-violencia-sexual-nas-forcas-armadas-dos-eua.ghtml,1,0.6622245892379889,0.3377754107620111
92,Polícia identificou 20 mil compras de aulas pirateadas por quadrilha do RJ; clientes podem responder por receptação,Delegado afirma que aprovados em concursos podem até perder o cargo. Nove pessoas foram presas nesta terça-feira (21)., Rio de Janeiro ,2020-07-21 12:31:27.876073,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/policia-identificou-20-mil-compras-de-aulas-pirateadas-por-quadrilha-do-rj-clientes-podem-responder-por-receptacao.ghtml,1,0.7719579680316384,0.2280420319683616
93,"Prefeito de Duque de Caxias, no RJ, ameaça demitir quem denunciar más condições de hospital",Washington Reis qualificou denúncias como 'mentiras'. Funcionários estão há dois meses sem receber; pacientes também criticam qualidade do atendimento., Rio de Janeiro ,2020-07-21 12:31:27.876738,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/prefeito-de-duque-de-caxias-no-rj-ameaca-demitir-quem-denunciar-mas-condicoes-de-hospital.ghtml,1,0.6228319893588427,0.37716801064115735
94,"Pandemia não mostra sinais de desaceleração nas Américas, alerta Opas ","Maioria dos novos casos e mortes registrados na última semana vieram, principalmente, do Brasil, México e EUA. Já Canadá e Caribe conseguiu conter a curvar de transmissão do vírus.", Coronavírus ,2020-07-21 12:31:27.877402,G1,https://g1.globo.com/bemestar/coronavirus/noticia/2020/07/21/pandemia-nao-mostra-sinais-de-desaceleracao-nas-americas-alerta-opas.ghtml,1,0.7564443983762196,0.24355560162378043
95,Crateras da Lua indicam que a Terra e seu satélite foram atingidos por fragmentos de asteroide de 100 km há 800 milhões de anos,"Cientistas japoneses estudaram as crateras da lua, onde há pouca erosão e movimento tectônico, para levantar hipóteses sobre uma chuva de meteoros que atingiu a Terra.", Ciência e Saúde ,2020-07-21 11:31:27.878052,G1,https://g1.globo.com/ciencia-e-saude/noticia/2020/07/21/crateras-da-lua-indicam-que-a-terra-e-seu-satelite-foram-atingidos-por-fragmentos-de-asteroide-de-100-km-ha-800-milhoes-de-anos.ghtml,1,0.6286173446738127,0.3713826553261873
96,Governo pretende acabar com deduções de saúde e educação em troca da correção da tabela do IR,, Blog do Valdo Cruz ,2020-07-21 11:31:27.878685,G1,https://g1.globo.com/politica/blog/valdo-cruz/post/2020/07/21/governo-pretende-acabar-com-deducoes-de-saude-e-educacao-em-troca-da-correcao-da-tabela-do-ir.ghtml,1,0.8931404508012593,0.10685954919874074
97,"Secretário da Saúde de São Paulo, Germann, deixa o cargo e infectologista do Emílio Ribas assume pasta",Governo do estado diz que atual secretário está com problemas de saúde e que assume a função de assessor especial do governo para assuntos de saúde pública., São Paulo ,2020-07-21 11:31:27.879353,G1,https://g1.globo.com/sp/sao-paulo/noticia/2020/07/21/secretario-da-saude-de-sao-paulo-germann-deixa-o-cargo-e-infectologista-do-emilio-ribas-assume-pasta.ghtml,1,0.8195773713814157,0.18042262861858427
98,Auxílio Emergencial: novo lote de aprovados tem 721 mil trabalhadores,Crédito em poupança digital da Caixa para esse grupo começa a ser feito na quarta-feira (22). Dataprev ainda tem mais de 100 mil pedidos em reanálise; 917 mil cadastros são inconclusivos e aguardam complementação de dados pelos trabalhadores. , Economia ,2020-07-21 11:31:27.880026,G1,https://g1.globo.com/economia/noticia/2020/07/21/auxilio-emergencial-novo-lote-de-aprovados-tem-721-mil-trabalhadores.ghtml,0,0.44569837290870823,0.5543016270912917
99,"Polícia prende suspeito de latrocínio contra mulher em São Gonçalo, RJ","A Polícia Civil encontrou o corpo de Rosilene em Guaxindiba, São Gonçalo. Homem confessou crime após análise de material em casaco e calçado encontrado no local", Rio de Janeiro ,2020-07-21 11:31:27.880383,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/policia-prende-suspeito-de-latrocinio-contra-mulher-em-sao-goncalo-rj.ghtml,1,0.5983730642011168,0.4016269357988832
100,Oito empresas têm mais de 3 mil vagas de emprego abertas,"Vagas são em áreas como tecnologia, desenvolvimento, big data, engenharia de dados e comercial", Concursos e Emprego ,2020-07-21 11:31:27.880723,G1,https://g1.globo.com/economia/concursos-e-emprego/noticia/2020/07/21/oito-empresas-tem-mais-de-3-mil-vagas-de-emprego-abertas.ghtml,1,0.5983730642011168,0.4016269357988832
101,"Homem é morto no Mercado São Sebastião, na Penha, Zona Norte do Rio","De acordo com as primeiras informações, o empresário foi atingido por um tiro na cabeça. ", Rio de Janeiro ,2020-07-21 11:31:27.881058,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/21/homem-e-morto-na-penha-zona-norte-do-rio.ghtml,1,0.8195773713814157,0.18042262861858427
102,Heather Morris faz homenagem a Naya Rivera ao somar 1 milhão de seguidores após morte de atriz ,"'Primeiro fiquei ressentida, porque os ganhei a partir de uma tragédia. Mas percebi que todos vocês me cercaram de amor e apoio', afirmou atriz, que fez par romântico com Naya em 'Glee'.", Pop & Arte ,2020-07-21 11:31:27.881705,G1,https://g1.globo.com/pop-arte/noticia/2020/07/21/heather-morris-faz-homenagem-a-naya-rivera-ao-somar-1-milhao-de-seguidores-apos-morte-de-atriz.ghtml,1,0.776820499656249,0.223179500343751
103,'La casa de papel' volta a ser produzida na Espanha e Professor aparece de máscara no set,"Álvaro Morte, que interpreta o Professor, publicou uma foto em estúdio de gravação da série nesta terça-feira (21).", Pop & Arte ,2020-07-21 11:31:27.882349,G1,https://g1.globo.com/pop-arte/noticia/2020/07/21/la-casa-de-papel-volta-a-ser-produzida-na-espanha-e-professor-aparece-de-mascara-no-set.ghtml,0,0.4952189568916479,0.5047810431083521
104,Operação contra pirataria de materiais em cursinhos realizada pela Polícia Civil do RJ tem suspeita presa em Juiz de Fora,"Ação batizada de 'Black Hawk' também cumpriu mandados em outra cidade de MG, além de municípios do estado vizinho. De acordo com as investigações, grupo faturou R$ 15 milhões anunciando apostilas e videoaulas copiadas de plataforma original que eram vendidas por valores menores.", Zona da Mata ,2020-07-21 10:31:27.882839,G1,https://g1.globo.com/mg/zona-da-mata/noticia/2020/07/21/operacao-contra-pirataria-de-materiais-em-cursinhos-realizada-pela-policia-civil-do-rj-tem-suspeito-preso-em-juiz-de-fora.ghtml,1,0.6618938677642664,0.3381061322357336
